title,year,date,url,comments,cats
National Journalist and Brooklyn Resident Trymaine Lee Runs in Local Half Marathon After Heart Attack at 38,2019,Apr 4th,http://www.star-revue.com/national-journalist-and-brooklyn-resident-trymaine-lee-runs-in-local-half-marathon-after-heart-attack-at-38/,,"['Health', 'Profile']"
"Neighborhood Portrait: Francesca Van Horne, by Emily Kluver",2018,Jul 10th,http://www.star-revue.com/neighborhood-portrait-francesca-van-horne-emily-kluver/,,['Neighborhood Profile']
"Neighborhood Portrait: Samora Coles, by Emily Kluver",2017,Jul 3rd,http://www.star-revue.com/neighborhood-portrait-samora-coles-emily-kluver/,1,"['Feature Story', 'Red Hook Houses']"
"Neighborhood Profile: A local with a storied lineage, by Emily Kluver",2017,Sep 20th,http://www.star-revue.com/neighborhood-profile-local-storied-lineage-emily-kluver/,,['Feature Story']
"Neighborhood throws benefit to help local photographer, by Kimberly Gail Price",2014,Mar 9th,http://www.star-revue.com/neighborhood-throws-benefit-to-help-local-photographer-by-kimberly-gail-price/,,['Kimberly Gail Price']
Nets go missing at the Miccio,2018,Jul 12th,http://www.star-revue.com/nets-go-missing-miccio/,,['Miccio Community Center']
"New Boerum Hill flea offers local crafts, by Halley Bondy",2016,Aug 6th,http://www.star-revue.com/3435-2/,,['Shopping']
"New Brown Baptist celebrates Sister Ingram’s Centennial, by George Fiala",2014,Jul 11th,http://www.star-revue.com/new-brown-baptist-celebrates-sister-ingrams-centennial-by-george-fiala/,,"['Feature Story', 'Red Hook Houses']"
New Brown Church Gives Music Scholarships,2019,Jan 4th,http://www.star-revue.com/new-brown-church-gives-music-scholarships/,1,"['Kids', 'Local Issues - Red Hook', 'Music']"
New Enhanced Crosswalks are Coming to Columbia Street,2019,Jan 3rd,http://www.star-revue.com/new-enhanced-crosswalks-are-coming-to-columbia-street/,,"['Columbia Street', 'Community Board 6', 'Transportation']"
New Issue is out!,2013,Oct 13th,http://www.star-revue.com/new-issue-is-out/,,['Uncategorized']
"New Red Hook Buildings, Photos by Micah B. Rubin",2019,Mar 10th,http://www.star-revue.com/new-red-hook-buildings-photos-by-micah-b-rubin/,1,"['Real Estate', 'Red Hook']"
New York’s Most Popular Writing Method You’ve Never Heard Of ,2018,May 11th,http://www.star-revue.com/new-yorks-popular-writing-method-youve-never-heard/,2,"['Arts', 'Carroll Gardens', 'Cobble Hill']"
New Zealand Band The Chills Play Their First Major U.S. Tour In Over 20 Years,2019,Feb 1st,http://www.star-revue.com/new-zealand-band-the-chills-play-their-first-major-u-s-tour-in-over-20-years/,1,['Music']
New administrator for LICH,2013,Jun 28th,http://www.star-revue.com/new-administrator-for-lich/,5,"['Feature Story', 'LICH']"
"New and new-again local businesses, by Emily Kluver",2017,May 1st,http://www.star-revue.com/new-new-local-businesses-emily-kluver/,,"['Court Street', 'Red Hook Merchants', 'Red Hook Restaurants', 'Red Hook Shopping']"
"New boilers to be installed at Red Hook Houses, by George Fiala",2014,Mar 9th,http://www.star-revue.com/new-boilers-to-be-installed-at-red-hook-houses-by-george-fiala/,,"['Carlos Menchaca', 'NYCHA', 'Red Hook Houses']"
"New furniture shop opens on Van Brunt, by Micah B. Rubin",2014,Dec 18th,http://www.star-revue.com/new-furniture-shop-opens-van-brunt-micah-b-rubin/,,['Feature Story']
"New middle school slated for Red Hook, by Nathan Weiser",2017,Dec 11th,http://www.star-revue.com/new-middle-school-slated-red-hook-nathan-weiser/,,['Harbor Middle Scool']
News and notes,2018,Apr 2nd,http://www.star-revue.com/news-and-notes/,,"['Red Hook', 'South Brooklyn Industrial Development Corporation']"
"News from Carroll Garden’s Molesi Club, by Mary Ann Pietanza",2016,Oct 13th,http://www.star-revue.com/news-carroll-gardens-molesi-club-mary-ann-pientanza/,,['Carroll Gardens']
"News from the Independent Neighborhood Democrats, by Mark Shames, President",2014,Jul 15th,http://www.star-revue.com/news-from-the-independent-neighborhood-democrats-by-mark-shames-president/,,['Politics']
"News of Religion: Native Son Returns for Christmas Reading, by Laura Eng",2016,Jan 9th,http://www.star-revue.com/news-of-religion-native-son-returns-for-christmas-reading-by-laura-eng/,,['Religious News']
Nino Pantano has been around forever! by Nathan Weiser | Pantano,2017,Feb 26th,http://www.star-revue.com/nino-pantano-around-forever-nathan-weiser/,,"['Feature Story', 'Red Hook History']"
No Free Rides for P.S. 15,2019,Feb 1st,http://www.star-revue.com/no-free-rides-for-p-s-15/,,"['Red Hook', 'Transportation']"
No summer backyard for the Senior Center,2018,Jul 17th,http://www.star-revue.com/no-summer-backyard-senior-center/,,"['News', 'Red Hook Senior Center']"
"Nobletree Coffee Bar and Roastery Opens in Red Hook, by Ramaa Reddy Raghavan",2017,Dec 21st,http://www.star-revue.com/nobletree-coffee-bar-roastery-opens-red-hook-ramaa-reddy-raghavan/,,['Nobletree Coffee Bar']
Notes From The Battlefield – 10 years of Baritone Army by Stefan Zeniuk,2019,Apr 9th,http://www.star-revue.com/notes-from-the-battlefield-10-years-of-baritone-army-by-stefan-zeniuk/,,['Music']
"Notes and Things, by George Fiala",2016,Mar 17th,http://www.star-revue.com/notes-things-george-fiala/,,['Editorials']
"Nothing but excuses from Parks,  no solutions from politicians,  by Nathan Weiser",2018,May 10th,http://www.star-revue.com/nothing-excuses-parks-no-solutions-politicians-nathan-weiser/,,['Parks']
November CB6 General Meeting by Erin DeGregorio,2018,Dec 4th,http://www.star-revue.com/november-cb6-general-meeting-by-erin-degregorio/,,"['Community Board 6', 'Uncategorized']"
"Nydia Velazquez fights Trumpism, by George Fiala",2017,Feb 19th,http://www.star-revue.com/nydia-velazquez-fights-trumpism-george-fiala/,,"['Donald Trump', 'Health', 'Politics']"
Nydia is in Felix’s corner,2014,Aug 9th,http://www.star-revue.com/nydia-felixs-corner/,,['Politics']
"OP-ED: The Coming Williamsburgization of Red Hook, by George Fiala",2017,Jun 16th,http://www.star-revue.com/op-ed-coming-williamsburgization-red-hook-george-fiala/,2,['Op Ed']
Odds and Sods,2019,May 5th,http://www.star-revue.com/odds-and-sods/,0,"['Columbia Street', 'Gowanus Canal', 'NYCHA', 'Real Estate', 'Red Hook']"
"Old Timer’s Day will return to Red Hook, by Nathan Weiser",2017,Aug 7th,http://www.star-revue.com/old-timers-day-will-return-red-hook-nathan-weiser/,,['Red Hook Houses']
"Old Timer’s a happy day of reunion,  by George Fiala",2014,Aug 27th,http://www.star-revue.com/old-timers-happy-day-reunion-george-fiala/,1,['Red Hook Houses']
On the (Queer) Waterfront,2019,Apr 3rd,http://www.star-revue.com/on-the-queer-waterfront/,,['Arts']
"On the (Queer) Waterfront, Joep Van Lieshoutfor, Foam Talent at Red Hook Labs: and other art events to look forward to in March",2019,Mar 3rd,http://www.star-revue.com/on-the-queer-waterfront-joep-van-lieshoutfor-foam-talent-at-red-hook-labs-and-other-art-events-to-look-forward-to-in-march/,,['Arts']
"One of my Red Hook stories, by Robbie Giordano",2018,Jul 19th,http://www.star-revue.com/one-red-hook-stories/,,['Red Hook Stories']
"One person can make a difference, by Karen Broughton and family",2014,Sep 23rd,http://www.star-revue.com/one-person-can-make-difference-karen-broughton-family/,1,"['Feature Story', 'Red Hook Houses']"
"Op Ed: Bridging Gowanus, an opposing view, by Rita Miller, LucyDeCarlo and Triada Samaras",2016,Sep 26th,http://www.star-revue.com/op-ed-bridging-gowanus-opposing-view-rita-miller-lucydecarlo-triada-samaras/,,"['Brad Lander', 'Gowanus Canal']"
"Op Ed: Chris Ward’s Southwest Brooklyn Plan is Absurd and Dangerous, by George Fiala",2016,Dec 15th,http://www.star-revue.com/editorial-chris-wards-southwest-brooklyn-plan-absurd-dangerous/,,"['Editorials', 'Real Estate']"
"Op Ed: It’s time to join the Climate Justice Movemen, t by Corbin Laedlein",2014,Sep 17th,http://www.star-revue.com/op-ed-time-join-climate-justice-movemen-t-corbin-laedlein/,,"['Added Value Farm', 'Editorials']"
"Op Ed: LICH Ombudsman calls for impeachment, by Dr. Jon Berall",2013,Dec 17th,http://www.star-revue.com/op-ed-lich-ombudsman-calls-for-impeachment-by-dr-jon-berall/,1,['LICH']
"Op Ed: Thanksgiving for LICH: A Personal Story, by Judith A. Francis",2013,Dec 18th,http://www.star-revue.com/op-ed-thanksgiving-for-lich-a-personal-story-by-judith-a-francis/,2,"['Editorials', 'LICH']"
"Op Ed: The Importance of Participation, by Council Member Carlos Menchaca, District 38",2016,Mar 17th,http://www.star-revue.com/op-ed-importance-participation-council-member-carlos-menchaca-district-38/,,"['Carlos Menchaca', 'Op Ed']"
"Op Ed: Thoughts about de Blasio’s citywide rezoning ideas, by Ed Jaworski, President, Madison-Marine-Homecrest Civic Association",2016,Feb 6th,http://www.star-revue.com/op-ed-thoughts-about-de-blasios-citywide-rezoning-ideas-by-ed-jaworski-president-madison-marine-homecrest-civic-association/,,['Op Ed']
"Op Ed: Watching neighborhoods transform,  by George Fiala",2015,Jul 7th,http://www.star-revue.com/op-ed-watching-neighborhoods-transform-by-george-fiala/,1,"['Editorials', 'Op Ed', 'Real Estate']"
"Op-Ed: Mayor’s problems put LICH deal  under renewed scrutiny, by George Fiala",2016,May 6th,http://www.star-revue.com/op-ed-mayors-problems-put-lich-deal-renewed-scrutiny-george-fiala/,6,['Op Ed']
"Open Studios to Return to Red Hook, by Halley Bondy",2016,Nov 8th,http://www.star-revue.com/open-studios-return-red-hook-halley-bondy/,1,['Arts']
"Opening Up New Worlds  at the Red Hook Library, by Danette Vigilante",2014,Aug 12th,http://www.star-revue.com/opening-new-worlds-red-hook-library-danette-vigilante/,,"['Column', 'Red Hook Library']"
"Opinion: De Blasio gets ever smaller, by George Fiala",2016,Aug 19th,http://www.star-revue.com/opinion-de-blasio-gets-smaller-smaller-george-fiala/,6,['Column']
"Opinion: Duped by the powers that be, by George Fiala",2015,May 30th,http://www.star-revue.com/opinion-duped-by-the-powers-that-be-by-george-fiala/,,['Op Ed']
"Opinion: Politics off to the races already, by Mark Shames",2015,Feb 10th,http://www.star-revue.com/opinion-politics-off-races-already-mark-shames/,,['Politics']
"Opinion: Psychological Seduction,  by Khary Bekka",2015,Jan 3rd,http://www.star-revue.com/opinion-psychological-seduction-khary-bekka/,,"['Crime', 'Red Hook Houses']"
"Opinion: Trains and boats and Nursing Homes, by George Fiala",2015,Jul 8th,http://www.star-revue.com/opinion-trains-and-boats-and-nursing-homes-by-george-fiala/,2,"['Carlos Menchaca', 'Op Ed']"
"Opposed to Move NY, by Mark Shames",2015,Mar 31st,http://www.star-revue.com/opposed-to-move-ny-by-mark-shames/,,['Column']
Orphan Guitars,2019,May 1st,http://www.star-revue.com/orphan-guitars/,,"['Carroll Gardens', 'Music', 'Shopping']"
Ortiz Introduces Green New Deal Legislation,2019,Mar 31st,http://www.star-revue.com/ortiz-introduces-green-new-deal-legislation/,,['Felix Ortiz']
"Our Beloved Valentino Park, by John McGettrick",2014,Oct 6th,http://www.star-revue.com/beloved-valentino-park-john-mcgettrick/,1,"['Community Organizations', 'Parks', 'Politics', 'Valentino Pier']"
Our Sandy memories – Kimberly Gail Price & George Fiala,2014,Oct 28th,http://www.star-revue.com/sandy-memories-kimberly-gail-price-george-fiala/,,"['Photo Story', 'Sandy Related']"
"Overcoming Challenges, by Nathan Weiser",2016,Oct 21st,http://www.star-revue.com/overcoming-challenges-nathan-weiser/,,['Arts']
"Oversight meeting uncovers mold and money shortages, by George Fiala",2014,Jun 11th,http://www.star-revue.com/oversight-meeting-uncovers-mold-and-money-shortages-by-george-fiala/,2,"['Carlos Menchaca', 'NYCHA', 'Red Hook Houses', 'Sandy Related']"
"P.S. 15 gets involved, by Erin DeGregorio",2019,Feb 1st,http://www.star-revue.com/p-s-15s-connection-with-citywide-single-use-styrofoam-ban/,,"['Kids', 'Red Hook']"
"PA says Red Hook waterfront is safe, by Keith J. Klein",2016,Jan 15th,http://www.star-revue.com/pa-says-red-hook-waterfront-is-safe-by-keith-j-klein/,,['Police']
PAVE basketball mixes sports with brains,2019,Jan 3rd,http://www.star-revue.com/pave-basketball-mixes-sports-with-brains/,,"['Kids', 'Sports']"
"PREVIEW: Second Sundays at Pioneer Works, by Matt Caprioli",2017,Jul 6th,http://www.star-revue.com/preview-second-sundays-pioneer-works-matt-caprioli/,,['Arts']
PS 15 Benefit next week,2018,Mar 22nd,http://www.star-revue.com/ps-15-benefit-next-week/,,['Education']
"PS 15 students exhibit at Hope & Anchor, by Kimberly Gail Price",2015,Mar 12th,http://www.star-revue.com/ps-15-students-exhibit-at-hope-anchor-by-kimberly-gail-price/,,['Uncategorized']
PS 15 to showcase expanded programs,2016,Nov 7th,http://www.star-revue.com/ps-15-showcase-expanded-programs/,,['Uncategorized']
"PSA1 Community Cops to Become Peacemakers, by Noah Phillips",2016,Dec 6th,http://www.star-revue.com/psa1-community-cops-become-peacemakers-noah-phillips/,3,"['Community Organizations', 'Court System', 'Local Issues - Red Hook', 'Police', 'Red Hook Houses', 'Red Hook Justice Center']"
Papal Nuncio Celebrates French Mass at St. Agnes by Laura Eng,2018,Nov 16th,http://www.star-revue.com/papal-nuncio-celebrates-french-mass-at-st-agnes-by-laura-eng/,,"['Cobble Hill', 'Religious News']"
"Parks apologizes for hasty fencing at Valentino Pier, by George Fiala",2014,Sep 5th,http://www.star-revue.com/parks-apologizes-hasty-fencing-valentino-pier-george-fiala/,1,"['Carlos Menchaca', 'Valentino Pier', 'Waterfront']"
"Parks presents new Valentino Pier plan, by Overand Dunwith",2015,Apr 1st,http://www.star-revue.com/parks-presents-new-valentino-pier-plan-by-overand-dunwith/,1,['Parks']
Participatory Budgeting Is Kind of Boring,2019,May 5th,http://www.star-revue.com/participatory-budgeting-is-kind-of-boring/,0,"['Carlos Menchaca', 'Red Hook Initiative']"
"Peacemakers take on computer literacy, by Nathan Weiser",2017,Feb 24th,http://www.star-revue.com/peacemakers-take-computer-literacy-nathan-weiser/,,"['Community Organizations', 'Red Hook Justice Center']"
"Peninsula Gallery’s Viel Feind, Viel Ehr",2019,Mar 9th,http://www.star-revue.com/peninsula-gallerys-viel-feind-viel-ehr/,,['Arts']
Pete Sikora receives NYSNA endorsement,2014,Sep 5th,http://www.star-revue.com/pete-sikora-receives-nysna-endorsement/,6,"['Pete Sikora', 'Politics']"
Photographer James Venuti at BWAC,2018,Sep 13th,http://www.star-revue.com/photos-from-your-pharmacy/,,['Arts']
Picks for June,2018,Jun 7th,http://www.star-revue.com/picks-for-june/,,['Arts']
"Pile Driving in Red Hook – an increasing concern, by George Fiala",2015,Mar 10th,http://www.star-revue.com/pile-driving-red-hook-increasing-concern-george-fiala/,,['Real Estate']
"Pioneer Works’ Garden Offers a Haven in the Heat, by Sarah Matusek",2017,Jul 12th,http://www.star-revue.com/pioneer-works-garden-offers-haven-heat-sarah-matusek/,,"['Parks', 'Pioneer Works']"
"Plan to divide Red Hook Library derided at CB6 meeting, by George Fiala",2014,Jul 25th,http://www.star-revue.com/plan-divide-red-hook-library-derided-cb6-meeting-george-fiala/,2,"['Community Organizations', 'Cora Dance', 'Red Hook Library']"
"Planning your Valentine’s Day date, by Emily Kluver [WITH LINKS]",2017,Feb 8th,http://www.star-revue.com/planning-valentines-day-date-emily-kluver/,,"['Carroll Gardens', 'Cobble Hill', 'Feature Story', 'Red Hook Restaurants']"
"Plaque celebrating immigration  placed at SHSS by the Molesi Club, by Mary Ann Pietanza",2016,Jul 11th,http://www.star-revue.com/plaque-celebrating-immigration-placed-shss-molesi-club-mary-ann-pietanza/,1,['Religious News']
"Politics: Marks Corner, by Mark Shames",2014,Aug 5th,http://www.star-revue.com/politics-marks-corner-mark-shames/,6,"['LICH', 'Politics']"
"Port Authority disses Red Hook big time, by George Fiala",2014,Aug 1st,http://www.star-revue.com/port-authority-disses-red-hook-big-time-george-fiala/,3,"['Community Board 6', 'Port Authority', 'Waterfront']"
"PortSide NewYork & other hidden Sandy Stories, by Portside",2014,Oct 25th,http://www.star-revue.com/portside-newyork-hidden-sandy-stories-portside/,,['Sandy Related']
"Possible Bar Brawl on Beard, by Sarah Matusek",2017,Jun 5th,http://www.star-revue.com/possible-bar-brawl-beard-sarah-matusek/,,"['Community Board 6', 'Quality of Life Issues']"
Primary Day Endorsements,2014,Sep 9th,http://www.star-revue.com/primary-day-endorsements/,,"['Pete Sikora', 'Politics']"
Project Learning at P.S. 676,2019,May 5th,http://www.star-revue.com/project-learning-at-p-s-676/,0,['PS 676']
"Proposed agreement places Gowanus  retention tank on private property, by George Fiala",2016,May 26th,http://www.star-revue.com/proposed-agreement-places-gowanus-retention-tank-private-property-george-fiala/,,['Gowanus Canal']
"Proposed bill would mandate  sale of LICH properties, by Kimberly Gail Price",2013,Jul 2nd,http://www.star-revue.com/proposed-bill-would-mandate-sale-of-lich-properties-by-kimberly-gail-price/,3,['Uncategorized']
Prospect Heights’ Bar The Way Station Offers A Social Cure For Dr. Who Fans,2019,Feb 1st,http://www.star-revue.com/prospect-heights-bar-the-way-station-offers-a-social-cure-for-dr-who-fans/,,['Music']
"Protect us from flooding,  by Jake Bienecke and Andrea Sansom",2013,Nov 25th,http://www.star-revue.com/protect-us-from-flooding-by-jake-bienecke-and-andrea-sansom/,,['Sandy Related']
"Protest Art in Red Hook, by Kimberly Gail Price",2017,Mar 24th,http://www.star-revue.com/protest-art-red-hook-kimberly-gail-price/,2,['Arts']
Public Notice: SBIDC Seeks Bids for Training Program,2017,Dec 19th,http://www.star-revue.com/public-notice-sbidc-seeks-bids-training-program/,,['Uncategorized']
Q&A with Local Architect Allison Reeves,2019,Feb 1st,http://www.star-revue.com/qa-with-local-architect-allison-reeves/,,"['Real Estate', 'Red Hook']"
Q&A with Real Estate Broker Joseph Baglio,2019,Mar 6th,http://www.star-revue.com/qa-with-real-estate-broker-joseph-baglio/,1,"['Cobble Hill', 'Real Estate']"
Q&A with Style Expert Bridgette Raes,2019,Mar 31st,http://www.star-revue.com/qa-with-style-expert-bridgette-raes/,1,"['Carroll Gardens', 'Shopping']"
Queen America on Facebook Watch,2019,Jan 9th,http://www.star-revue.com/6700-2/,,['Arts']
"Questions remain about Shore Power in Red Hook, by Noah Phillips",2016,Sep 11th,http://www.star-revue.com/questions-remain-shore-power-red-hook-noah-phillips/,,['Environment']
"RED HOOK CONCERT CALENDAR for December 2018, by Jaimie Branch",2018,Dec 4th,http://www.star-revue.com/red-hook-concert-calendar-for-december-2018-by-jaimie-branch/,,"['Bars', 'Music']"
"RED HOOK CONCERT CALENDAR:  February 2019, compiled by Jaimie Branch",2019,Feb 6th,http://www.star-revue.com/red-hook-concert-calendar-february-2019-compiled-by-jaimie-branch/,,"['Music', 'Nightlife']"
RELIGIOUS NEWS,2018,Jul 17th,http://www.star-revue.com/religious-news/,,['Religious News']
REPORTER’S NOTEBOOK: Does Thor Equities plan to resell 280 Richards Street? by Noah Phillips,2016,Dec 21st,http://www.star-revue.com/reporters-notebook-thor-equities-plan-resell-280-richards-street-noah-phillips/,,"['Op Ed', 'Real Estate', 'Waterfront']"
RETI Center Proposes Floating Industrial Center at GBX,2019,Jan 3rd,http://www.star-revue.com/reti-center-proposes-floating-industrial-center-at-gbx/,,"['Real Estate', 'Red Hook']"
"RHI group issues report slamming 76th precinct, by George Fiala",2018,Jun 25th,http://www.star-revue.com/rhi-group-issues-report-slamming-76th-precinct-george-fiala/,2,"['Police', 'Red Hook Initiative']"
RHSR’s Behind-the-Scenes Chocolate Factory Tour with Li-Lac Chocolates,2019,Feb 1st,http://www.star-revue.com/rhsrs-behind-the-scenes-chocolate-factory-tour-with-li-lac-chocolates/,,['Food']
"Rally held at Red Hook Ballfields, by Nathan Weiser",2017,May 12th,http://www.star-revue.com/rally-held-red-hook-ballfields-nathan-weiser/,,['Parks']
Ray Hall speaking at the most recent CAG meeting,2013,May 6th,http://www.star-revue.com/ray-hall-speaking-at-the-most-recent-cag-meeting/,,['Uncategorized']
"Reaching Red Hook audiences through a residency that blurs boundaries, by Mary Staub",2016,Jan 31st,http://www.star-revue.com/reaching-red-hook-audiences-through-a-residency-that-blurs-boundaries-by-mary-staub/,,"['Arts', 'Pioneer Works']"
Reader Valentines,2017,Feb 14th,http://www.star-revue.com/reader-valentines/,,['Letters to the Editor']
Readers respond to Estate Four plans,2015,Feb 10th,http://www.star-revue.com/readers-respond-estate-four-plans/,1,"['Estate Four', 'Real Estate']"
"Ready Red Hook Day binds community, by Keith Klein",2014,Sep 14th,http://www.star-revue.com/ready-red-hook-day-binds-community-keith-klein/,3,"['Community Organizations', 'Sandy Related']"
"Rec Center holiday celebration, by Nathan Weiser",2017,Dec 18th,http://www.star-revue.com/rec-center-holiday-celebration-nathan-weiser/,,['Red Hook Recreation Center']
Record breaks important Red Hook story,2014,Aug 27th,http://www.star-revue.com/bergen-record-breaks-important-red-hook-story/,3,"['Port Authority', 'Red Hook Containerport']"
"Red Hook 2024, by Micah B. Rubin",2014,Jul 4th,http://www.star-revue.com/red-hook-2024-by-micah-b-rubin/,1,['Real Estate']
Red Hook Civic Association takes on major topics,2018,Feb 12th,http://www.star-revue.com/red-hook-civic-association-takes-major-topics/,,['Red Hook Civic Association']
"Red Hook Coalition Finalizes Long-Term Community Recovery Plan,  by Harrison Neuhaus",2014,Jul 19th,http://www.star-revue.com/red-hook-coalition-finalizes-long-term-community-recovery-plan-by-harrison-neuhaus/,,"['Community Organizations', 'Sandy Related']"
"Red Hook Coalition holds  first-ever public meeting,  by George Fiala",2014,Mar 30th,http://www.star-revue.com/red-hook-coalition-holds-first-ever-public-meeting-by-george-fiala/,,"['Carlos Menchaca', 'Community Organizations']"
Red Hook Community Farm Kicks Off Summer Season 2018 with First Farmer’s Market,2018,Jul 11th,http://www.star-revue.com/red-hook-community-farm-kicks-off-summer-season-2018-first-farmers-market/,,['Added Value Farm']
"Red Hook Commuter Ferry service to begin June 1, by the Red Hook Star-Revue Staff",2017,Apr 18th,http://www.star-revue.com/red-hook-commuter-ferry-service-begin-june-1-red-hook-star-revue-staff/,,"['Red Hook Ferry', 'Transportation', 'Waterfront']"
"Red Hook Containerport gains important government support, by George Fiala",2015,Jun 29th,http://www.star-revue.com/red-hook-containerport-gains-important-government-support-by-george-fiala/,1,['Red Hook Containerport']
"Red Hook Crimes Laid To Wretched Housing in Area, Brooklyn Eagle, 1927",2016,Apr 7th,http://www.star-revue.com/red-hook-crimes-laid-wretched-housing-area-brooklyn-eagle-1927/,,['History']
Red Hook Dustup at Police Meeting Story and photo by Nathan Weiser,2018,Dec 4th,http://www.star-revue.com/red-hook-dustup-at-police-meeting-story-and-photo-by-nathan-weiser/,,"['76th Precinct', 'Police']"
"Red Hook Entrepreneur Aims to Transform Electric Car Industry, by Halley Bondy",2017,Jan 15th,http://www.star-revue.com/red-hook-entrepreneur-aims-transform-electric-car-industry-halley-bondy/,1,['Red Hook Manufacturing']
"Red Hook Farm survives Sandy and presents 2014 Festival, by Diehl Edwards",2014,Oct 25th,http://www.star-revue.com/red-hook-farm-survives-sandy-presents-2014-festival-diehl-edwards/,,['Uncategorized']
"Red Hook Film Festival this weekend, by Kimberly Gail Price",2015,Oct 17th,http://www.star-revue.com/red-hook-film-festival-this-weekend-by-kimberly-gail-price/,,['Arts']
Red Hook High Schoolers’ Passion for Fashion and Tech Grows in Afterschool Programming,2019,May 5th,http://www.star-revue.com/red-hook-high-schoolers-passion-for-fashion-and-tech-grows-in-afterschool-programming/,0,['Pioneer Works']
"Red Hook History:  Red Hook Houses originally slated for the ballfields, by Connor Eugene Gaudet",2015,Jun 1st,http://www.star-revue.com/red-hook-history-red-hook-houses-originally-slated-for-the-ballfields-by-connor-eugene-gaudet/,,"['History', 'Red Hook Houses']"
"Red Hook History:  When graft was “honest” – the story of Coffey Park,  by Connor Gaudet",2015,May 7th,http://www.star-revue.com/red-hook-history-when-graft-was-honest-the-story-of-coffey-park-by-connor-gaudet/,,"['Coffey Park', 'History']"
"Red Hook History:  When the Pointers & the Creekers divided Red Hook, by Connor Eugene Gaudet",2015,Jul 1st,http://www.star-revue.com/red-hook-history-when-the-pointers-the-creekers-divided-red-hook-by-connor-eugene-gaudet/,1,"['History', 'Red Hook History']"
Red Hook History:  Where exactly was Fort Defiance anyway? by Connor Eugene Gaudet,2015,Aug 27th,http://www.star-revue.com/red-hook-history-where-exactly-was-fort-defiance-anyway-by-connor-eugene-gaudet/,2,['History']
"Red Hook History: Leveling Carroll Gardens to fill in Red Hook – a 19th century project, by Connor Gaudet",2015,Apr 1st,http://www.star-revue.com/red-hook-history-leveling-carroll-gardens-to-fill-in-red-hook-a-19th-century-project-by-connor-gaudet/,5,['History']
"Red Hook Houses receive new kitchen appliances, by Emily Kluver and Noah Phillips",2017,Jan 17th,http://www.star-revue.com/red-hook-houses-receive-new-kitchen-appliances-by-emily-kluver-and-noah-phillips/,2,"['Felix Ortiz', 'NYCHA', 'Red Hook Houses']"
Red Hook Is Not New York’s Healthiest Neighborhood,2019,Mar 6th,http://www.star-revue.com/red-hook-is-not-new-yorks-healthiest-neighborhood/,1,"['Real Estate', 'Red Hook']"
Red Hook Library gets expanded hours!,2014,Sep 3rd,http://www.star-revue.com/red-hook-library-gets-expanded-hours/,2,['Red Hook Library']
Red Hook Library is a once-a-year tourist attraction,2017,May 7th,http://www.star-revue.com/red-hook-library-year-tourist-attraction/,,['Red Hook Library']
"Red Hook Library plan shelved, by George Fiala",2014,Aug 6th,http://www.star-revue.com/red-hook-library-plan-shelved-george-fiala/,1,['Red Hook Library']
Red Hook Lion’s Club celebrates Twenty Years,2013,Jul 8th,http://www.star-revue.com/red-hook-lions-club-celebrates-twenty-years/,,['Community Organizations']
"Red Hook Mourns William Robertson, by Brett Yates, photos by Micah Rubin",2018,Oct 4th,http://www.star-revue.com/red-hook-mourns-william-robertson/,,"['Music', 'Obituary']"
"Red Hook Move It!, by Matt Caprioli",2017,Nov 16th,http://www.star-revue.com/red-hook-move-it-by-matt-caprioli/,,"['Arts', 'Dance']"
"Red Hook Old Timer’s Day Promises a Weekend of Excitement,  by Harrison Neuhaus",2014,Jul 30th,http://www.star-revue.com/red-hook-old-timers-day-promises-weekend-excitement-harrison-neuhaus/,1,['Red Hook Houses']
Red Hook Open Studios Issues Call for Artists,2016,Sep 19th,http://www.star-revue.com/red-hook-open-studios-issues-call-artists/,,"['Arts', 'Uncategorized']"
"Red Hook Remembers Rose Valenti, by Francois Lecompte and Viviana Gordon",2017,Jul 26th,http://www.star-revue.com/red-hook-remembers-rose-valenti-francois-lecompte-viviana-gordon/,,['Obituary']
"Red Hook Rising Update by the Red Hook Rising Committee, by Gita Nandan, Co-Chair",2014,Aug 22nd,http://www.star-revue.com/red-hook-rising-update-red-hook-rising-committee-gita-nandan-co-chair/,,"['NY Rising', 'Sandy Related']"
"Red Hook Senior Center to Reopen by End of Summer, by Nathan Weiser",2016,Jun 16th,http://www.star-revue.com/red-hook-senior-center-reopen-end-summer-nathan-weiser/,,"['NYCHA', 'Red Hook Senior Center']"
"Red Hook Shore Power system is operational, by Noah Phillips",2016,Aug 6th,http://www.star-revue.com/shore-power-system-operational-noah-phillips/,1,"['Environment', 'Waterfront']"
Red Hook Streetscape Embodies Paranoia in Local Short Film,2019,Feb 1st,http://www.star-revue.com/red-hook-streetscape-embodies-paranoia-in-local-short-film/,,"['Arts', 'Film', 'Pioneer Works', 'Red Hook']"
"Red Hook Summit promotes unified resiliency  at the Summit Academy, by George Fiala",2016,Feb 1st,http://www.star-revue.com/red-hook-summit-promotes-unified-resiliency-at-the-summit-academy-by-george-fiala/,1,"['NY Rising', 'Sandy Related']"
Red Hook Trolley,2013,Jun 7th,http://www.star-revue.com/red-hook-trolley/,1,"['Editorials', 'Uncategorized']"
"Red Hook Volunteers in a fix, by Diehl Edwards",2014,Sep 10th,http://www.star-revue.com/red-hook-volunteers-fix-diehl-edwards/,,"['Community Organizations', 'Sandy Related']"
