"dcp_name","dcp_ceqrnumber","dcp_projectname","dcp_projectbrief","dcp_publicstatus_simp","dcp_borough","dcp_ulurp_nonulurp","dcp_communitydistricts","actiontypes","dcp_certifiedreferred","dcp_femafloodzonea","dcp_femafloodzonecoastala","dcp_femafloodzoneshadedx","dcp_femafloodzonev","applicants","lastmilestonedate","total_projects","has_centroid","center","ulurpnumbers"
"P1979K0509",,"MARINE TERMINAL - RED HOOK","LEASE OF CITY PROPTY TO PORT AUTH, LOC IN RED HOOK URA FOR*MARINE TRMINAL PURPS (BL334 ENTIRE BL/BL346 ENTR BL/BL340*LTS1-10,14-17,19-26,28-33,35,38-46,48,51)","Completed","Brooklyn","ULURP","BK06","HL","1979-04-23T04:00:00.000Z",,,,,,"1979-07-16T04:00:00.000Z",309,false,"[null,null]","[""C790193HLK""]"
"P1979K0420",,"2ND AMENDMENT TO RED HOOK URP","2ND AMENDMENT TO RED HOOK URP","Completed","Brooklyn","ULURP","BK06","HU;HG","1979-04-23T04:00:00.000Z",,,,,,"1979-07-16T04:00:00.000Z",309,false,"[null,null]","[""C790086HUK"",""N790085HGK""]"
"P1979K0419",,"BND BALTIC ST,HICKS ST","URP FOR COLUMBIA ST URA; Additional Other #(s): 798383","Completed","Brooklyn","ULURP","BK06","HU;ZM;HG","1979-04-23T04:00:00.000Z",,,,,,"1979-07-16T04:00:00.000Z",309,false,"[null,null]","[""C790083HUK"",""N790082HGK"",""S790084ZMK""]"
"P1979K0160",,"505 COURT ST","CHANGE M1-1 TO R6 FOR CONVERSION OF INDUSTRIAL BLDG TO*CO-OP RESIDENTIAL APT BLDG FOR 199DU'SCARROLL GARDENS(LOT6)","Completed","Brooklyn","ULURP","BK06","ZM","1979-03-12T05:00:00.000Z",,,,,,"1979-06-13T04:00:00.000Z",309,false,"[null,null]","[""C780509ZMK""]"
"P1979K0285",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 35 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1979-01-29T05:00:00.000Z",,,,,,"1979-05-23T04:00:00.000Z",309,true,"[-73.9789613072426,40.6771897587755]","[""C780640PPK""]"
"P1979K0209",,"600 HAMILTON AVE","LEASE OF GARAGE FOR USE AS STORAGE_OF VEHICLES,EQUITMENT,*FUEL & EMPLOYEES FACILITY (LOT 104)","Completed","Brooklyn","ULURP","BK06","PL","1979-01-02T05:00:00.000Z",,,,,,"1979-04-16T04:00:00.000Z",309,false,"[null,null]","[""C780552PLK""]"
"P1979K0221",,"586 SACKET ST","NEGOTIATED-SALE OF CITY-OWNED PROPTY TO NYC-PDC FOR USE BY*SO.BKLYN CASKET CO","Completed","Brooklyn","ULURP","BK06","PP","1978-12-11T05:00:00.000Z",,,,,,"1979-03-14T05:00:00.000Z",309,false,"[null,null]","[""C780572PPK""]"
"P1979K0053",,"12TH ST & 2ND AVE","EXT OF TIME FOR PREVIOUSLY APPROVED SPEC*PERMIT(C760044ZSK), SHOPPING CENTER(GOYA), GOWANUS CANAL","Completed","Brooklyn","ULURP","BK06","ZS","1978-10-23T04:00:00.000Z",,,,,,"1979-03-05T05:00:00.000Z",309,false,"[null,null]","[""C780389ZSK""]"
"P1979K0111",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY - 5 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1978-09-11T04:00:00.000Z",,,,,,"1979-01-03T05:00:00.000Z",309,false,"[null,null]","[""C780439PPK""]"
"P1978K0367",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY 69 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1978-04-03T04:00:00.000Z",,,,,,"1978-08-14T04:00:00.000Z",309,false,"[null,null]","[""C780142PPK""]"
"P1979K0023",,"KNICKERBOCKER FIELD CLUB","LANDMARK-ALBEMARLE-KENMORE TERR HIST DIST (LP0989)BET E21ST*& FLATBUSH AV, KNICKERBOCKER FIELD CLUB (LP0988)*(LT39,BL 5097), 271 9TH ST HSE(LP0997)(LT60 BL1004)","Completed","Brooklyn","Non-ULURP","BK06;BK14","HK","1978-07-31T04:00:00.000Z",,,,,,"1978-08-09T04:00:00.000Z",309,false,"[null,null]","[""N780356HKK""]"
"P1978K0510",,"505 COURT ST,HUNTINGTON & 9TH STS","CHANGE M1-1 TO R6 FOR CONVERSION OF INDUSTL BLDG TO RESIDL*COOP, 119 UNITS","Completed","Brooklyn","ULURP","BK06","ZM","1978-06-05T04:00:00.000Z",,,,,,"1978-07-28T04:00:00.000Z",309,false,"[null,null]","[""C780257ZMK""]"
"P1978K0214",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY - 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1977-12-27T05:00:00.000Z",,,,,,"1978-05-01T04:00:00.000Z",309,false,"[null,null]","[""C770622PPK""]"
"P1977K0391",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTY, 50 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1977-08-22T04:00:00.000Z",,,,,,"1977-12-21T05:00:00.000Z",309,true,"[-74.0104118077768,40.6780380645808]","[""C770290PPK""]"
"P1977K0072",,"Landfill Erie Basin","LANDFILL AT DWIGHT & BEARD STS-ERIE BASIN FOR INDUSTRIAL*PURPOSES","Completed","Brooklyn","ULURP","BK06","ML","1977-05-09T04:00:00.000Z",,,,,,"1977-09-07T04:00:00.000Z",309,false,"[null,null]","[""C760085MLK""]"
"P1977K0315",,"SALE OF CITY-OWNED PROPERTY","SALE OF CITY-OWNED PROPERTIES, 9 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1977-04-25T04:00:00.000Z",,,,,,"1977-08-15T04:00:00.000Z",309,false,"[null,null]","[""C770186PPK""]"
"P1977K0034",,"GOYA FOODS","SPEC PERMIT, SUPERMARKET OVER 10,000 SQ FT IN M1 DIST","Completed","Brooklyn","ULURP","BK06","ZS","1976-11-15T05:00:00.000Z",,,,,,"1977-05-16T04:00:00.000Z",309,false,"[null,null]","[""C760044ZSK""]"
"P1977K0143",,"AMEND GOWANUS INDUSTRIAL URP","AMEND GOWANUS INDUSTRIAL URP RELATING TO THE RETAIL*CONVERSION OF GOYA SITE","Completed","Brooklyn","ULURP","BK06","HU","1976-11-15T05:00:00.000Z",,,,,,"1977-05-16T04:00:00.000Z",309,false,"[null,null]","[""C760160HUK""]"
"P1977K0029",,"11TH ST,2ND AVE,12TH ST & GOWANUS CANAL","CHANGE M2-1 TO M1-1","Completed","Brooklyn","ULURP","BK06","ZM;ZM;ZM;ZM","1976-11-15T05:00:00.000Z",,,,,,"1977-05-16T04:00:00.000Z",309,true,"[-73.9972168332693,40.6721007368228]","[""C760033ZMK""]"
"P1977K0270",,"OFFICER'S CLUB","LANDMKS & LDMARK SITES-PS39,417 6AV-LP0952 LOT1, 83 PRECNT*(STAT & STABLE)179 WILSON AV-LP0951,LOT5, FT HAMILTON*OFFICER'S CLUB(CASEMATE FORT)-LP0953 P/O LOT1","Completed","Brooklyn","Non-ULURP","BK04;BK06;BK08;BK10","HK","1977-04-05T04:00:00.000Z",,,,,,"1977-04-11T04:00:00.000Z",309,false,"[null,null]","[""N770131HKK""]"
"P1977K0062",,"SCHERMERHORN-PACIFIC URA","LDA-SCHERMERHORN-PACIFIC URA-SITE: BL 170 (ALL LOTS EXCEPT*43-47) BL 171 (ALL LOTS EXCEPT LOTS 26,35,37,39,48,49 &*53-58) BL 176 (LOT 1 & 57)","Completed","Brooklyn","ULURP","BK06","HD","1976-08-30T04:00:00.000Z",,,,,,"1976-11-15T05:00:00.000Z",309,false,"[null,null]","[""C760072HDK""]"
"P2018K0011","17DEP040K","Gowanus Canal CSO Facility (MM)","An application by DEP involving the elimination of the mapped but unbuilt portion of Douglass Street between Nevins Street and Gowanus Canal in Community District 6, Borough of Brooklyn in order to facilitate the construction of the Gowanus CSO facility.  ","Filed","Brooklyn","ULURP","BK06","MM;MM",,false,false,false,false,"NYC DEP;NYC DEP",,309,true,"[-73.986540760946,40.6811858014157]","[""I180039MMK""]"
"P1997K0636",,"KALIO","RENEWAL-UNENCLOSED SIDEWALK CAFE WITH 10 SEATS FOR 5-YEARS","Completed","Brooklyn","Non-ULURP","BK06","UC","1997-04-24T04:00:00.000Z",,,,,,,309,true,"[-73.994780841058,40.685304972429]","[""N970488UCK""]"
"P1986K0856",,"83 LUQUEER ST","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1986-05-30T04:00:00.000Z",,,,,,,309,true,"[-74.0019805215335,40.6782324674584]","[""I861011PPK""]"
"P1989K0159",,"374-402 PRESIDENT ST","CHAIRPERSON'S CERT FOR A MINOR MODIFICATION OF THE ROOF DECK*OPEN SPACE EQUIVALENT REQUIREMENT WHERE THE ROOF CAN BE MADE*SUITABLE ONLY AT AN EXTREMELY PROHIBITIVE COST FOR A TOTAL*OF 62,000SF OF BLDG FLOOR AREA","Completed","Brooklyn","Non-ULURP","BK06","ZC","1989-06-15T04:00:00.000Z",,,,,,,309,true,"[-73.9908624785854,40.6794224242129]","[""N890163ZCK""]"
"P2002K0638",,"SAVOIA PIZZERIA & RESTAURANT","NEW-UNENCLOSED SIDEWALK CAFE WITH 6 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","2002-06-19T04:00:00.000Z",,,,,,,309,true,"[-73.993132967209,40.6824381706654]","[""N020568UCK""]"
"P1981K1049","81-176K","HICKS ST BET ATLANTIC AVE & CONGRESS ST","DEMAP PUBLIC PARK","Completed","Brooklyn","ULURP","BK06","MM","1983-12-30T05:00:00.000Z",,,,,,,309,false,"[null,null]","[""I810621MMK""]"
"P1982K0005","81-176K","L.I. COLLEGE HOSPITAL","HICK ST NEAR ATLANTIC AVE","Completed","Brooklyn","ULURP","BK06","EE","1982-05-18T04:00:00.000Z",,,,,,,309,false,"[null,null]","[""I820041EEK""]"
"P2002K0522",,"BLAH BLAH","RENEWAL-UNENCLOSED SIDEWALK CAFE WITH 13 SEATS FOR 5-YEARS","Completed","Brooklyn","Non-ULURP","BK06","UC","2002-06-06T04:00:00.000Z",,,,,,,309,true,"[-73.9820736235125,40.665680960042]","[""N020357UCK""]"
"P1999K0543",,"MARCO POLO RISTORANTE","RENEWAL-ENCLOSED SIDEWALK CAFE WITH 36 SEATS FOR 5-YEARS","Completed","Brooklyn","Non-ULURP","BK06","EC","1999-07-23T04:00:00.000Z",,,,,,,309,true,"[-73.9956808662483,40.6821991742864]","[""N990351ECK""]"
"P1998K0254",,"155 3RD ST","CERT FOR EXEMPTION FOR WATERFRONT PUBLIC ACCESS & VISUL*CORRIDORS TO ENLARGE AN EXISTING BLDG","Completed","Brooklyn","Non-ULURP","BK06","ZC","1998-04-08T04:00:00.000Z",,,,,,,309,true,"[-73.9904945320435,40.6767036844388]","[""N980479ZCK""]"
"P1982K0135",,"10-27 2ND AVE","LEASE OF PROPERTY TO BE USED AS A DISTRICT SERVICE SEWER*MAINTENANCE GARAGE AND STORAGE FACILITY IN M2-1 DISTRICT","Completed","Brooklyn","ULURP","BK06","PL","1982-01-21T05:00:00.000Z",,,,,,,309,true,"[-73.9943370678991,40.6725913186974]","[""I820149PLK""]"
"P1981K1015","81-695K","70-84 SULLIVAN ST","ERECTION OF TRUCK GARAGE & CARPENTRY SHOP ENLARGEMENT","Completed","Brooklyn","ULURP","BK06","EE","1982-05-18T04:00:00.000Z",,,,,,,309,true,"[-74.0113444614388,40.6774998700811]","[""I810609EEK""]"
"P1982K0060","81-195K","109-27 2ND AVE","BUR OF SEWERS MAINTENANCE YARD","Completed","Brooklyn","ULURP","BK06","EE","1982-05-18T04:00:00.000Z",,,,,,,309,true,"[-73.9938780955142,40.6715724218827]","[""I820173EEK""]"
"P2002K0563",,"THE PARK SLOPE CARRIAGE HOUSE","RENEWAL-ENCLOSED SIDEWALK CAFE WITH 26 SEATS FOR 1-YEAR","Completed","Brooklyn","Non-ULURP","BK06","EC","2003-02-06T05:00:00.000Z",,,,,,,309,true,"[-73.9812453026934,40.6677093007876]","[""N020427ECK""]"
"P1999K0521",,"MIKE & TONY","RENEWAL-UNENCLOSED SIDEWALK CAFE WITH 12 SEATS FOR 1-YEAR","Completed","Brooklyn","Non-ULURP","BK06","UC","1999-02-04T05:00:00.000Z",,,,,,,309,true,"[-73.9810225219893,40.6751461444754]","[""N990327UCK""]"
"P1991K0019",,"WAREHOUSE","LEASE FOR UP TO 20-YEARS TO CONTINUE USE OF THE FIRST FLOOR*AS A WAREHOUSE SPACE","Completed","Brooklyn","ULURP","BK06","PC","1990-12-06T05:00:00.000Z",,,,,,,309,true,"[-73.9937703183131,40.6736696865444]","[""I910025PCK""]"
"P1991K0448",,"C-O-P","RESTRICTED DISPOSITION OF RESIDENTIAL PROPERTY TO HPD","Completed","Brooklyn","ULURP","BK06","DM","1991-11-13T05:00:00.000Z",,,,,,,309,true,"[-74.0122152292341,40.6753308499119]","[""I910586DMK""]"
"P2007K0118","06DCP089K","186-204 COLUMBIA STREET REZONING","REZONING FROM M1-1 TO R6/C2-3 OF ONE BLOCKFRONT ALONG COLUMB IA STREET BETWEEN DEGRAW AND SACKETT STREETS IN CARROLL GARD ENS","Completed","Brooklyn","ULURP","BK06","ZM;ZM;ZM;ZM;ZM;ZM;ZM;ZM;ZM;ZM",,,,,,"MICHAEL DENARO;MICHAEL DENARO;MICHAEL DENARO;MICHAEL DENARO;MICHAEL DENARO;MICHAEL DENARO;MICHAEL DENARO;MICHAEL DENARO;MICHAEL DENARO;MICHAEL DENARO",,309,true,"[-74.0027987057826,40.6854771086244]","[""I070173ZMK""]"
"P2017K0029","18DCP004K","519-523 Third Avenue Greenhouse (Chair Cert)","This is a private application for a Chairperson Certification pursuant to Zoning Resolution section 75-01 to facilitate the development of a rooftop greenhouse in Gowanus, Brooklyn, Community District 6.","Completed","Brooklyn","Non-ULURP","BK06","ZC;ZC;ZC","2017-11-08T05:00:00.000Z",false,false,false,false,,,309,true,"[-73.9925185506795,40.6692218346514]","[""N180004ZCK""]"
"P1986K0908","86-034K","FORMER PUBLIC BATH NO.7","CONVERSION OF BATH HOUSE TO OFFICE AND WHAREHOUSE. TB955. TL1.","Completed","Brooklyn","ULURP","BK06","ZM","1988-01-20T05:00:00.000Z",,,,,,,309,true,"[-73.9829624284022,40.6769814104316]","[""I861074ZMK""]"
"P1986K0894","86-292K","GOWANUS INDUSTRIAL REZONING","REZONING FROM R6 TO M1-2 TO PROTECT EXISTING MANUFACTURING FROM CONVERSION TO RESIDENTIAL USES.","Completed","Brooklyn","ULURP","BK06","ZM;ZM;ZM","1988-05-16T04:00:00.000Z",,,,,"Department of City Planning;Department of City Planning;Department of City Planning",,309,false,"[null,null]","[""I861057ZMK""]"
"P1992K0157",,"C-O-P","UNRESTRICTED DISPOSITION OF CITY-OWNED PROPERTY, 4 PARCELS","Completed","Brooklyn","ULURP","BK06","PP","1994-01-24T05:00:00.000Z",,,,,,,309,true,"[-74.0102800174647,40.674721227502]","[""I920181PPK""]"
"P1994K0402",,"C-O-P","UNRESTRICTED DISPOSITION OF CITY-OWNED-PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1994-11-02T05:00:00.000Z",,,,,,,309,true,"[-73.9828903994976,40.6771864147237]","[""I940521PPK""]"
"P2000K0561",,"MIKE & TONY'S","RENEWAL-UNENCLOSED SIDEWALK CAFE OF 1-YEAR, WITH 12 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","2000-04-10T04:00:00.000Z",,,,,,,309,true,"[-73.9810225219893,40.6751461444754]","[""N000417UCK""]"
"P1993K0488",,"CRISTARDI'S PIZZA RESTAURANT","NEW-UNENCLOSED SIDEWALK CAFE WITH 10 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","1993-06-23T04:00:00.000Z",,,,,,,309,true,"[-73.9985062069817,40.6822602586816]","[""N930352UCK""]"
"P1987K0869","87-141K","BROOKLYN CITY RAILROAD","87-141K: VINTAGE ELECTRICITY OPERATED TROLLEY RAILROAD RUNNING ALONG PARTS OF ATLANTIC AVE","Completed","Brooklyn","ULURP","BK02;BK06;BK08","GF","2005-08-31T04:00:00.000Z",,,,,"BROOKLYN HISTORIC RAILWAY ASSOC",,309,false,"[null,null]","[""I870997GFK""]"
"P2000K0449",,"TUTTA PASTA REST","RENEWAL-UNENCLOSED SIDEWALK CAFE FOR 5 YEARS, WITH 14 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC;UC","1999-11-09T05:00:00.000Z",,,,,,,309,true,"[-73.9775068556856,40.6722267863234]","[""N000140UCK""]"
"P1993K0522",,"TUTTA PASTA RESTAURANT","NEW-UNENCLOSED SIDEWALK CAFE WITH 14 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","1993-08-30T04:00:00.000Z",,,,,,,309,true,"[-73.9775068556856,40.6722267863234]","[""N930526UCK""]"
"P1998K0578",,"MIKE & TONY'S","RENEWAL-UNENCLOSED SIDEWALK CAFE WITH 12 SEATS FOR 5-YEARS","Completed","Brooklyn","Non-ULURP","BK06","UC","1998-07-13T04:00:00.000Z",,,,,,,309,true,"[-73.9810225219893,40.6751461444754]","[""N980397UCK""]"
"P2007K0057","06SBS009K","BROOKLYN PIERS 7-12","MAP & DEMAP PORTIONS OF SEVERAL STREETS WITHIN & ADJACENT TO*THE PROJECT SITE & ALSO MAP & DEMAP SOME UTILITY EASEMENTS","Completed","Brooklyn","ULURP","BK06","MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM;MM",,,,,,"Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ;Economic Development Corporation ",,309,true,"[-74.0108068588724,40.6827339585033]","[""I070089MMK"",""I070090MMK"",""I070091MMK"",""I070092MMK""]"
"P1995K0022",,"BKLYN 2,6,6A GARAGE & OFFICE","SITE SELECTION & ACQ OF A 1-STORY BLDG TO CONSOLIDATE*EQUIPMENT WHICH WILL INCLUDE BROOM DEPOT, DIST GARAGE &*THE BKLYN BORO OFFICE","Completed","Brooklyn","ULURP","BK06","PC;PC;PC","1994-09-20T04:00:00.000Z",,,,,,,309,true,"[-73.995549124221,40.6715923702555]","[""I950043PCK""]"
"P1986K0735",,"AREA BND BY 3RD ST BET PROSPECT PARK WEST & 4TH AV","AMENDED DRAINAGE PLAN FOR COMBINED SEWERS-DIST NO. OH-106","Completed","Brooklyn","Non-ULURP","BK06","MD","1986-10-31T05:00:00.000Z",,,,,,,309,false,"[null,null]","[""N860853MDK""]"
"P2003K0510",,"VILLAGE CHIP SHOP","NEW-UNENCLOSED SIDEWALK CAFE","Completed","Brooklyn","Non-ULURP","BK06","UC","2002-12-12T05:00:00.000Z",,,,,,,309,true,"[-73.9846051103885,40.6707622765279]","[""N030235UCK""]"
"P2001K0572",,"UNCLE PHO","RENEWAL-UNENCLOSED SIDEWALK CAFE FOR 5-YEARS, WITH 35 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","2001-06-25T04:00:00.000Z",,,,,,,309,true,"[-73.992771142776,40.6829159667275]","[""N010408UCK""]"
"P1990K0718","90-242K","BKLYN NORTH 2 GARAGE","90-242K: LEASE RENEWAL FOR GARAGE TO PROVIDE STORAGE FOR SANITATION VEHICLES","Completed","Brooklyn","ULURP","BK06","PQ","1990-11-28T05:00:00.000Z",,,,,,,309,true,"[-73.9910477171618,40.6749928418505]","[""I900896PQK""]"
"P1981K0649",,"135 COFFEY ST","NEGO SALE TO INTERSTATE MAINTENANCE CORP TO EXPAND AREA FOR*INDUSTRIAL MAINTENANCE FIRM","Completed","Brooklyn","ULURP","BK06","PP","1981-07-08T04:00:00.000Z",,,,,,,309,true,"[-74.0152025832799,40.6766689675578]","[""I810195PPK""]"
"P2000K0572",,"263 SMITH","NEW-UNENCLOSED SIDEWALK CAFE, WITH 39 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","2000-05-23T04:00:00.000Z",,,,,,,309,true,"[-73.992771142776,40.6829159667275]","[""N000430UCK""]"
"P2001K0549",,"2ND STREET CAFE","RENEWAL-UNENCLOSED SIDEWALK CAFE, FOR 5-YEARS, WITH 28 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","2001-04-09T04:00:00.000Z",,,,,,,309,true,"[-73.9905881181127,40.6732043099891]","[""N010360UCK""]"
"P1994K0338",,"C-O-P","DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL; Additional Other #(s): 910646","Completed","Brooklyn","ULURP","BK06","PP","1994-05-10T04:00:00.000Z",,,,,,,309,true,"[-73.9988811778385,40.6748506102497]","[""I940428PPK""]"
"P2002K0426",,"SOTTO VOCE","RENEWAL-UNENCLOSED SIDEWALK CAFE FOR 5-YEARS, WITH 17 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","2001-12-06T05:00:00.000Z",,,,,,,309,true,"[-73.9787456373036,40.6698998639414]","[""N020115UCK""]"
"P1983K0403",,"COLUMBIA ST URA","CHANGE M1-1 TO R6 W/PARTIAL C1 OVERLAY","Completed","Brooklyn","ULURP","BK06","ZM","1982-12-16T05:00:00.000Z",,,,,,,309,false,"[null,null]","[""I830438ZMK""]"
"P1990K0657",,"C-O-P","UNRESTRICTED DISPOSITION OF CITY-OWNED PROPERTY, 1 PARCEL","Completed","Brooklyn","ULURP","BK06","PP","1991-11-13T05:00:00.000Z",,,,,,,309,true,"[-74.010760159273,40.6794560483325]","[""I900840PPK""]"
"P1990K0709","90-235K","BROOKLYN BOROUGH REPAIR SHOP","ACQUISITION FOR A REPAIR SHOP FACILITY TO SERVICE THE NORTH WESTERN COMMUNITY DISTRICT","Completed","Brooklyn","ULURP","BK06","PQ","1990-11-28T05:00:00.000Z",,,,,,,309,true,"[-73.9965562824459,40.6695415945013]","[""I900885PQK""]"
"P1981K0858",,"COFFEY ST BET CONOVER & VANBRUNT STS (RED HOOK)","CHANGE R5 TO M1-1 TO PERMIT EXPANSION OF MFG USE ON SITE","Completed","Brooklyn","ULURP","BK06","ZM","1981-07-14T04:00:00.000Z",,,,,,,309,false,"[null,null]","[""I810424ZMK""]"
"P1996K0479",,"TUTTA PASTA RESTAURANT","RENEWAL-UNENCLOSED SIDEWALK CAFE WITH 14 SEATS FOR 5-YEARS","Completed","Brooklyn","Non-ULURP","BK06","UC","1995-08-31T04:00:00.000Z",,,,,,,309,true,"[-73.9775068556856,40.6722267863234]","[""N960027UCK""]"
"P1992K0081","92-043K","ERIE BASIN RECYCLING FACILITY","92-043K: ULURP-RELATED ACQ OF TERMINAL & 3 SMALL BLDGS FOR A RECYCLING FACILITY","Completed","Brooklyn","ULURP","BK06","PC","1994-09-22T04:00:00.000Z",,,,,"DOS/DRP",,309,true,"[-74.0076685673426,40.6693090918753]","[""I920098PCK""]"
"P2000K0598",,"SOTTO VOCE","NEW-UNENCLOSED SIDEWALK CAFE, WITH 22 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","2000-05-23T04:00:00.000Z",,,,,,,309,true,"[-73.9787456373036,40.6698998639414]","[""N000465UCK""]"
"P2000K0642",,"BOU","NEW-UNENCLOSED SIDEWALK CAFE, WITH 22 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC;UC","2000-07-14T04:00:00.000Z",,,,,,,309,true,"[-73.9925852056257,40.683523246622]","[""N000537UCK""]"
"P1982K0406","82-215K","PART OF RICHARDS & BEARD STS, SOUTHWEST SIDES OF V","STREET CLOSING & DEMAPPING","Completed","Brooklyn","ULURP","BK06","MM","1983-11-07T05:00:00.000Z",,,,,,,309,false,"[null,null]","[""I820459MMK""]"
"P1984K0798","80-116K","VERANDAH TERRACE","2ND MODIF TO ZS TO AMEND PLANSFOR 1ST & 3RD FLRS TO INCLUDE*MEZZANINES; Additional Other #(s): 840447A","Completed","Brooklyn","Non-ULURP","BK06","ZS","1984-07-31T04:00:00.000Z",,,,,,,309,true,"[-73.9950061419503,40.6875002252261]","[""M800447BZSK""]"
"P2004K0471",,"THE OLD CARRIAGE INN","NEW-ENCLOSED SIDEWALK CAFE WITH 26 SEATS","Completed","Brooklyn","Non-ULURP","BK06","EC","2004-09-17T04:00:00.000Z",,,,,,,309,true,"[-73.9812453026934,40.6677093007876]","[""N040264ECK""]"
"P1982K0690","82-118K","7TH & 5TH STS W/IN AREA BND BY SMITH ST & GOWANUS ","DEMAP PUBLIC PLACE BET 7TH & 5TH STS","Completed","Brooklyn","ULURP","BK06","MM","1985-01-08T05:00:00.000Z",,,,,,,309,false,"[null,null]","[""I820783MMK""]"
"P2009K0194","09HPD024K","GOWANUS GREEN","ESTABLISH LUQUER ST ELIMNATE A PUBLIC PL & CONSTUCT 8 MIXED-*USE, MIXED-INCOME BLDGS WITH APPROX 774 UNITS & ESTABLISH*PARK","Completed","Brooklyn","ULURP","BK06","MM;MM",,,,,,,,309,true,"[-73.9953335055378,40.6764857608932]","[""I090295MMK""]"
"P1997K0572",,"CARDARI LOUNGE","NEW-ENCLOSED SIDEWALK CAFE WITH 76 SEATS","Completed","Brooklyn","Non-ULURP","BK06","EC","1997-04-10T04:00:00.000Z",,,,,,,309,true,"[-73.9932021196253,40.6885513489876]","[""N970262ECK""]"
"P1990K0476",,"AMITY BRIDGE","RENEWAL OF CONSENT TO CONTINUE TO MAINTAIN & USE A BRIDGE*OVER & ACROSS AMITY STREET THAT IS USED AS A PASSAGEWAY FOR*HOSPITAL PERSONNEL","Completed","Brooklyn","ULURP","BK06","GF","1991-02-26T05:00:00.000Z",,,,,,,309,true,"[-73.9974715784545,40.6899899830237]","[""I900573GFK""]"
"P1983K1962",,"MARCO POLO REST","CONSENT-ENCLOSED SIDEWALK CAFE","Completed","Brooklyn","Non-ULURP","BK06","TC","1983-04-28T04:00:00.000Z",,,,,,,309,true,"[-73.9956808662483,40.6821991742864]","[""N830475TCK""]"
"P2000K0664",,"ZAYTOONS","NEW-UNENCLOSED SIDEWALK CAFE WITH 18 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC;UC","2000-07-17T04:00:00.000Z",,,,,,,309,true,"[-73.9921520378657,40.6838880972748]","[""N000634UCK""]"
"P1982K0042","81-191K","135 COFFEY ST","NEG SALE TO INTERSTATE MAINTENANCE CORP FOR USE AS AN*OFF-STREET PARKING AREA","Completed","Brooklyn","ULURP","BK06","PP","1982-12-27T05:00:00.000Z",,,,,,,309,true,"[-74.0152025832799,40.6766689675578]","[""I820030PPK""]"
"P1997K0690",,"MIKE & TONY'S","NEW-UNENCLOSED SIDEWALK CAFE WITH 12 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","1997-05-05T04:00:00.000Z",,,,,,,309,true,"[-73.9810225219893,40.6751461444754]","[""N970587UCK""]"
"P1997K0591",,"2ND ST CAFE","NEW-UNENCLOSED SIDEWALK CAFE WITH 28 SEATS","Completed","Brooklyn","Non-ULURP","BK06","UC","1997-02-20T05:00:00.000Z",,,,,,,309,true,"[-73.9778907816227,40.6709136393942]","[""N970365UCK""]"
"P1992K0331",,"OUR LADY OF PEACE DCC","ACQUISITION OF A PORTION OF THE 1ST FLOOR & BASEMENT TO*CONTINUE TO OPERATE A DAY CARE CENTER FOR APPX 175 CHILDREN","Completed","Brooklyn","ULURP","BK06","PQ","1992-05-05T04:00:00.000Z",,,,,,,309,true,"[-73.9855063551861,40.6761844375384]","[""I920390PQK""]"
